ts_down,ts_up,dwell_ms,flight_ms,code,prev_code,key
1763443413252.811,1763443413382.534,129.717,-29.668,Char.k,Char.t,k
1763443413352.916,1763443413463.401,110.481,-29.612,Char.d,Char.k,d
1763443413539.074,1763443413665.217,126.14,75.677,Char.d,Char.d,d
1763443413599.696,1763443413715.224,115.525,-65.518,Char.m,Char.d,m
1763443397642.456,1763443413837.26,16194.795,-16072.765,Char.f,Char.m,f
1763443413806.088,1763443413958.031,151.938,-31.162,Char.h,Char.f,h
1763443413886.248,1763443413987.302,101.05,-71.779,Key.space,Char.h,
1763443413952.154,1763443414072.76,120.602,-35.142,Char.d,Key.space,d
1763443414062.688,1763443414188.042,125.35,-10.068,Char.h,Char.d,h
1763443414143.244,1763443414213.893,70.645,-44.795,Char.f,Char.h,f
1763443414284.272,1763443414385.737,101.459,70.383,Char.f,Char.f,f
1763443414350.087,1763443414477.459,127.369,-35.644,Char.k,Char.f,k
1763443414490.509,1763443414606.891,116.376,13.053,Char.r,Char.k,r
1763443414578.37,1763443414690.337,111.966,-28.517,Char.k,Char.r,k
1763443414677.947,1763443414778.406,100.454,-12.387,Char.w,Char.k,w
1763443414758.564,1763443414908.586,150.018,-19.837,Char.l,Char.w,l
1763443414827.875,1763443414948.716,120.838,-80.709,Key.space,Char.l,
1763443414893.673,1763443415029.352,135.675,-55.039,Char.d,Key.space,d
1763443415019.542,1763443415155.094,135.548,-9.806,Char.k,Char.d,k
1763443415054.621,1763443415200.635,146.01,-100.469,Char.s,Char.k,s
1763443415144.89,1763443415266.11,121.215,-55.741,Char.g,Char.s,g
1763443415326.66,1763443415427.158,100.491,60.555,Char.s,Char.g,s
1763443415381.937,1763443415497.818,115.877,-45.214,Char.m,Char.s,m
1763443415508.38,1763443415648.65,140.266,10.566,Char.s,Char.m,s
1763443415603.425,1763443415739.135,135.707,-45.222,Key.space,Char.s,
1763443415729.377,1763443415810.167,80.786,-9.753,Char.r,Key.space,r
1763443415820.532,1763443415945.946,125.41,10.369,Char.j,Char.r,j
1763443415916.332,1763443416041.445,125.108,-29.61,Char.f,Char.j,f
1763443416192.821,1763443416484.377,291.553,151.379,Key.shift_r,Char.f,
1763443416520.135,1763443416665.603,145.465,35.763,Char.k,Key.shift_r,k
1763443416808.62,1763443416988.983,180.358,143.019,Char.?,Char.k,?
1763443416746.219,1763443416998.672,252.448,-242.759,Key.shift_r,Char.?,
1763443416922.404,1763443417028.623,106.214,-76.263,Key.space,Key.shift_r,
1763443417063.653,1763443417159.384,95.726,35.036,Char.r,Key.space,r
1763443417145.279,1763443417262.894,117.612,-14.1,Char.n,Char.r,n
1763443417225.15,1763443417360.894,135.739,-37.741,Char.d,Char.n,d
1763443417289.984,1763443417421.031,131.042,-70.905,Char.r,Char.d,r
1763443417391.195,1763443417511.922,120.723,-29.833,Char.m,Char.r,m
1763443417460.83,1763443417614.634,153.8,-51.089,Char.a,Char.m,a
1763443417593.191,1763443417713.918,120.721,-21.437,Char.g,Char.a,g
1763443417638.092,1763443417768.684,130.589,-75.82,Char.k,Char.g,k
1763443417758.976,1763443417884.423,125.443,-9.705,Char.e,Char.k,e
1763443417833.836,1763443418029.293,195.452,-50.582,Char.k,Char.e,k
1763443417934.563,1763443418075.544,140.977,-94.726,Key.space,Char.k,
